Accuracy,Precision,Recall,F1-Score,Model
0.8947368421052632,0.8958333333333334,0.9148936170212766,0.9052631578947369,KNN
0.8947368421052632,0.9042553191489362,0.9042553191489362,0.9042553191489362,SVM
0.8888888888888888,0.9032258064516129,0.8936170212765957,0.8983957219251337,Random Forest
0.8888888888888888,0.9032258064516129,0.8936170212765957,0.8983957219251337,Voting Ensemble
0.8830409356725146,0.9111111111111111,0.8723404255319149,0.8913043478260869,Logistic Regression
0.8830409356725146,0.9021739130434783,0.8829787234042553,0.8924731182795699,XGBoost
0.847953216374269,0.8777777777777778,0.8404255319148937,0.8586956521739131,Decision Tree
